,class 1,class 2,class 3,class 4,class
4501,I,N,T,J,INTJ
4502,I,N,T,J,INTJ
4503,I,N,T,P,INTP
4504,I,N,F,P,INFP
4505,E,N,F,P,ENFP
4506,E,N,T,P,ENTP
4507,I,N,F,P,INFP
4508,I,S,T,P,ISTP
4509,I,N,T,P,INTP
4510,E,S,T,P,ESTP
4511,E,N,T,J,ENTJ
4512,E,N,T,P,ENTP
4513,I,N,F,P,INFP
4514,I,N,T,J,INTJ
4515,I,S,T,P,ISTP
4516,E,N,F,P,ENFP
4517,I,N,F,P,INFP
4518,E,N,F,P,ENFP
4519,E,N,F,P,ENFP
4520,I,N,F,P,INFP
4521,I,N,F,P,INFP
4522,E,N,T,P,ENTP
4523,I,S,F,P,ISFP
4524,I,N,T,P,INTP
4525,I,N,F,J,INFJ
4526,E,N,T,P,ENTP
4527,I,N,F,J,INFJ
4528,I,N,F,P,INFP
4529,I,N,F,P,INFP
4530,I,N,F,P,INFP
4531,E,N,T,P,ENTP
4532,I,N,T,P,INTP
4533,I,N,F,J,INFJ
4534,I,N,T,P,INTP
4535,I,N,T,P,INTP
4536,I,N,F,P,INFP
4537,I,S,F,P,ISFP
4538,I,N,F,P,INFP
4539,I,N,T,P,INTP
4540,I,N,F,P,INFP
4541,I,N,T,J,INTJ
4542,I,S,F,P,ISFP
4543,I,N,F,J,INFJ
4544,I,N,F,P,INFP
4545,I,N,T,P,INTP
4546,I,N,F,J,INFJ
4547,I,N,F,J,INFJ
4548,I,N,F,P,INFP
4549,I,N,T,P,INTP
4550,I,S,F,P,ISFP
4551,I,N,F,J,INFJ
4552,I,S,F,P,ISFP
4553,I,N,T,P,INTP
4554,I,N,F,J,INFJ
4555,E,N,F,P,ENFP
4556,I,N,F,P,INFP
4557,E,N,T,J,ENTJ
4558,I,N,F,P,INFP
4559,I,N,F,P,INFP
4560,E,N,T,P,ENTP
4561,E,N,F,P,ENFP
4562,I,N,F,J,INFJ
4563,I,N,F,P,INFP
4564,I,N,F,P,INFP
4565,I,N,F,J,INFJ
4566,I,N,F,P,INFP
4567,I,N,T,P,INTP
4568,I,S,F,P,ISFP
4569,I,N,F,J,INFJ
4570,E,S,F,J,ESFJ
4571,I,N,F,J,INFJ
4572,I,N,T,J,INTJ
4573,E,N,T,J,ENTJ
4574,I,N,T,P,INTP
4575,I,N,F,P,INFP
4576,I,N,T,J,INTJ
4577,I,N,F,J,INFJ
4578,I,N,F,P,INFP
4579,I,N,T,P,INTP
4580,E,N,T,P,ENTP
4581,I,N,T,P,INTP
4582,I,N,T,J,INTJ
4583,I,N,T,J,INTJ
4584,I,N,T,J,INTJ
4585,I,N,T,P,INTP
4586,E,N,F,P,ENFP
4587,I,S,F,P,ISFP
4588,I,N,T,J,INTJ
4589,I,S,F,P,ISFP
4590,I,N,T,P,INTP
4591,I,S,T,P,ISTP
4592,I,N,T,P,INTP
4593,I,N,F,P,INFP
4594,I,N,F,P,INFP
4595,I,N,F,P,INFP
4596,I,N,T,P,INTP
4597,I,N,T,P,INTP
4598,I,S,T,P,ISTP
4599,E,S,T,P,ESTP
4600,I,N,T,J,INTJ
4601,I,N,F,P,INFP
4602,E,N,T,J,ENTJ
4603,I,N,F,J,INFJ
4604,I,N,F,P,INFP
4605,I,N,T,J,INTJ
4606,I,N,T,P,INTP
4607,E,N,F,P,ENFP
4608,I,N,F,J,INFJ
4609,I,N,F,P,INFP
4610,I,N,T,P,INTP
4611,I,N,T,J,INTJ
4612,E,N,T,P,ENTP
4613,I,N,F,P,INFP
4614,I,N,F,P,INFP
4615,I,N,T,J,INTJ
4616,I,N,F,J,INFJ
4617,I,N,T,P,INTP
4618,E,N,T,P,ENTP
4619,I,N,T,P,INTP
4620,I,N,F,J,INFJ
4621,I,N,F,P,INFP
4622,I,N,T,P,INTP
4623,E,N,F,P,ENFP
4624,I,N,F,J,INFJ
4625,I,N,T,J,INTJ
4626,I,N,T,P,INTP
4627,I,N,T,J,INTJ
4628,I,N,F,P,INFP
4629,I,N,T,P,INTP
4630,E,N,F,P,ENFP
4631,E,N,F,P,ENFP
4632,I,N,F,J,INFJ
4633,I,N,F,J,INFJ
4634,I,N,F,P,INFP
4635,E,N,F,J,ENFJ
4636,I,N,T,P,INTP
4637,I,N,T,P,INTP
4638,E,S,T,P,ESTP
4639,I,N,T,P,INTP
4640,I,S,T,J,ISTJ
4641,I,N,F,P,INFP
4642,E,N,T,P,ENTP
4643,I,N,F,J,INFJ
4644,E,N,T,P,ENTP
4645,E,N,F,P,ENFP
4646,I,S,F,J,ISFJ
4647,E,N,T,P,ENTP
4648,I,N,F,P,INFP
4649,I,N,F,J,INFJ
4650,I,S,T,P,ISTP
4651,E,N,F,J,ENFJ
4652,I,N,F,J,INFJ
4653,I,N,F,P,INFP
4654,I,N,F,P,INFP
4655,I,N,T,P,INTP
4656,I,N,T,J,INTJ
4657,I,N,T,P,INTP
4658,E,N,F,P,ENFP
4659,I,N,F,P,INFP
4660,I,N,T,P,INTP
4661,I,N,F,J,INFJ
4662,I,N,T,J,INTJ
4663,I,N,F,J,INFJ
4664,E,N,T,P,ENTP
4665,E,N,T,P,ENTP
4666,I,N,T,P,INTP
4667,I,N,T,P,INTP
4668,I,N,F,J,INFJ
4669,I,N,T,P,INTP
4670,I,S,T,J,ISTJ
4671,E,N,F,P,ENFP
4672,E,N,T,P,ENTP
4673,I,N,F,J,INFJ
4674,I,N,F,J,INFJ
4675,E,N,T,P,ENTP
4676,I,N,F,J,INFJ
4677,I,N,F,P,INFP
4678,E,N,F,P,ENFP
4679,I,N,F,J,INFJ
4680,I,N,T,J,INTJ
4681,I,S,F,P,ISFP
4682,I,N,T,J,INTJ
4683,I,S,T,J,ISTJ
4684,I,N,F,J,INFJ
4685,I,N,T,J,INTJ
4686,I,N,T,P,INTP
4687,I,N,F,J,INFJ
4688,I,N,F,P,INFP
4689,E,N,F,P,ENFP
4690,I,N,F,P,INFP
4691,I,N,F,P,INFP
4692,I,N,F,P,INFP
4693,I,N,T,P,INTP
4694,I,N,F,P,INFP
4695,I,N,T,P,INTP
4696,I,N,T,P,INTP
4697,E,N,T,P,ENTP
4698,I,N,T,P,INTP
4699,I,N,F,P,INFP
4700,I,N,T,P,INTP
4701,E,N,T,P,ENTP
4702,I,N,F,P,INFP
4703,I,N,F,P,INFP
4704,I,N,F,J,INFJ
4705,I,S,T,J,ISTJ
4706,I,N,T,P,INTP
4707,I,N,F,P,INFP
4708,E,N,F,P,ENFP
4709,E,N,T,J,ENTJ
4710,I,N,T,J,INTJ
4711,I,N,F,P,INFP
4712,E,N,F,P,ENFP
4713,I,N,T,P,INTP
4714,I,N,F,J,INFJ
4715,I,N,F,J,INFJ
4716,I,N,F,P,INFP
4717,I,N,T,J,INTJ
4718,I,S,F,J,ISFJ
4719,I,N,T,P,INTP
4720,I,S,F,J,ISFJ
4721,I,N,T,P,INTP
4722,I,N,F,P,INFP
4723,I,N,F,P,INFP
4724,I,N,F,J,INFJ
4725,I,N,T,P,INTP
4726,I,S,T,J,ISTJ
4727,I,N,T,J,INTJ
4728,I,S,T,P,ISTP
4729,I,N,T,P,INTP
4730,I,N,T,J,INTJ
4731,I,N,T,J,INTJ
4732,I,N,F,J,INFJ
4733,I,N,T,P,INTP
4734,I,S,T,P,ISTP
4735,I,N,T,P,INTP
4736,I,N,T,P,INTP
4737,I,N,F,J,INFJ
4738,I,N,F,P,INFP
4739,I,N,F,P,INFP
4740,I,N,T,P,INTP
4741,I,N,T,J,INTJ
4742,I,N,F,P,INFP
4743,I,N,T,J,INTJ
4744,I,N,F,P,INFP
4745,I,S,F,P,ISFP
4746,I,N,T,J,INTJ
4747,I,N,F,P,INFP
4748,E,N,T,P,ENTP
4749,I,N,F,P,INFP
4750,E,N,F,P,ENFP
4751,E,N,T,J,ENTJ
4752,E,N,T,J,ENTJ
4753,I,N,F,P,INFP
4754,I,N,T,P,INTP
4755,I,N,F,J,INFJ
4756,I,N,T,P,INTP
4757,I,N,F,P,INFP
4758,I,N,T,P,INTP
4759,I,N,F,P,INFP
4760,E,N,F,P,ENFP
4761,I,N,T,J,INTJ
4762,E,N,F,P,ENFP
4763,I,N,F,P,INFP
4764,I,N,F,P,INFP
4765,I,N,T,P,INTP
4766,E,N,T,J,ENTJ
4767,I,N,F,P,INFP
4768,I,N,F,P,INFP
4769,I,N,T,P,INTP
4770,I,N,F,P,INFP
4771,I,N,T,J,INTJ
4772,E,N,T,P,ENTP
4773,I,S,T,P,ISTP
4774,I,N,T,J,INTJ
4775,I,N,F,P,INFP
4776,I,N,F,J,INFJ
4777,I,N,T,J,INTJ
4778,E,N,F,P,ENFP
4779,I,N,T,J,INTJ
4780,I,S,T,J,ISTJ
4781,E,N,T,J,ENTJ
4782,I,N,T,P,INTP
4783,I,N,F,J,INFJ
4784,E,N,T,J,ENTJ
4785,I,S,T,P,ISTP
4786,I,N,T,P,INTP
4787,E,N,T,P,ENTP
4788,E,S,F,J,ESFJ
4789,I,S,F,J,ISFJ
4790,I,N,T,J,INTJ
4791,I,N,T,J,INTJ
4792,E,N,T,J,ENTJ
4793,I,N,T,J,INTJ
4794,I,N,T,J,INTJ
4795,E,N,T,P,ENTP
4796,I,N,F,J,INFJ
4797,I,S,T,P,ISTP
4798,I,N,F,P,INFP
4799,E,N,T,P,ENTP
4800,I,N,F,P,INFP
4801,E,S,T,P,ESTP
4802,I,N,F,P,INFP
4803,E,N,F,J,ENFJ
4804,I,N,F,P,INFP
4805,I,N,F,J,INFJ
4806,I,N,F,J,INFJ
4807,E,S,T,P,ESTP
4808,I,N,F,J,INFJ
4809,I,N,F,P,INFP
4810,I,N,F,P,INFP
4811,I,N,T,J,INTJ
4812,I,N,F,J,INFJ
4813,E,N,T,P,ENTP
4814,E,N,F,P,ENFP
4815,I,N,T,P,INTP
4816,I,N,F,J,INFJ
4817,I,N,F,J,INFJ
4818,I,N,T,J,INTJ
4819,I,N,T,J,INTJ
4820,I,N,F,P,INFP
4821,I,S,F,P,ISFP
4822,I,N,F,J,INFJ
4823,I,S,F,J,ISFJ
4824,I,N,F,P,INFP
4825,I,N,F,P,INFP
4826,E,N,T,P,ENTP
4827,I,N,T,J,INTJ
4828,I,N,T,P,INTP
4829,I,N,T,P,INTP
4830,E,N,F,P,ENFP
4831,I,N,F,P,INFP
4832,E,S,F,P,ESFP
4833,I,N,F,P,INFP
4834,I,N,T,J,INTJ
4835,I,N,T,P,INTP
4836,I,S,F,J,ISFJ
4837,I,N,T,P,INTP
4838,I,N,T,J,INTJ
4839,I,N,T,J,INTJ
4840,I,N,F,J,INFJ
4841,I,N,F,P,INFP
4842,E,N,T,P,ENTP
4843,E,N,T,P,ENTP
4844,I,N,F,P,INFP
4845,I,N,F,P,INFP
4846,I,N,F,P,INFP
4847,E,N,T,P,ENTP
4848,I,N,T,J,INTJ
4849,I,N,F,P,INFP
4850,I,N,F,J,INFJ
4851,I,N,F,J,INFJ
4852,I,N,T,P,INTP
4853,I,N,T,J,INTJ
4854,I,N,T,J,INTJ
4855,I,S,T,P,ISTP
4856,I,N,T,J,INTJ
4857,I,N,F,P,INFP
4858,I,S,T,J,ISTJ
4859,I,N,T,P,INTP
4860,I,N,T,P,INTP
4861,I,S,F,J,ISFJ
4862,I,S,T,P,ISTP
4863,I,N,T,J,INTJ
4864,I,N,T,P,INTP
4865,I,N,F,J,INFJ
4866,I,N,T,P,INTP
4867,I,N,T,J,INTJ
4868,I,S,T,J,ISTJ
4869,E,N,F,J,ENFJ
4870,I,N,F,J,INFJ
4871,I,N,T,J,INTJ
4872,E,N,F,P,ENFP
4873,I,N,F,P,INFP
4874,I,N,F,J,INFJ
4875,I,S,T,P,ISTP
4876,I,N,T,P,INTP
4877,E,S,T,P,ESTP
4878,E,N,T,P,ENTP
4879,I,S,T,J,ISTJ
4880,I,N,T,P,INTP
4881,I,N,F,J,INFJ
4882,I,N,F,J,INFJ
4883,E,N,F,P,ENFP
4884,I,N,T,J,INTJ
4885,I,N,F,P,INFP
4886,I,N,T,J,INTJ
4887,I,N,F,P,INFP
4888,E,N,F,P,ENFP
4889,E,N,F,P,ENFP
4890,I,N,F,P,INFP
4891,I,N,T,J,INTJ
4892,E,N,F,P,ENFP
4893,E,N,T,P,ENTP
4894,I,N,T,P,INTP
4895,E,N,F,P,ENFP
4896,I,N,F,J,INFJ
4897,I,N,F,P,INFP
4898,I,N,T,J,INTJ
4899,E,N,T,P,ENTP
4900,E,N,T,P,ENTP
4901,I,S,T,P,ISTP
4902,I,N,F,J,INFJ
4903,I,N,T,J,INTJ
4904,E,N,T,P,ENTP
4905,I,N,F,J,INFJ
4906,I,N,F,P,INFP
4907,E,S,T,J,ESTJ
4908,I,N,T,J,INTJ
4909,E,N,F,P,ENFP
4910,I,N,T,J,INTJ
4911,I,N,T,J,INTJ
4912,I,S,F,P,ISFP
4913,I,N,F,P,INFP
4914,E,N,T,P,ENTP
4915,I,N,F,J,INFJ
4916,I,N,F,P,INFP
4917,I,N,F,J,INFJ
4918,I,N,T,J,INTJ
4919,I,N,F,J,INFJ
4920,I,S,F,J,ISFJ
4921,I,N,T,J,INTJ
4922,I,S,F,P,ISFP
4923,I,N,F,P,INFP
4924,I,N,F,P,INFP
4925,I,N,F,J,INFJ
4926,E,N,F,P,ENFP
4927,I,N,F,P,INFP
4928,E,N,F,P,ENFP
4929,I,N,F,P,INFP
4930,I,N,T,J,INTJ
4931,I,N,F,J,INFJ
4932,I,N,F,P,INFP
4933,I,N,F,P,INFP
4934,I,N,T,P,INTP
4935,I,S,F,P,ISFP
4936,I,N,F,J,INFJ
4937,I,N,T,P,INTP
4938,I,N,T,P,INTP
4939,I,N,T,P,INTP
4940,I,N,T,J,INTJ
4941,I,N,T,J,INTJ
4942,I,N,T,P,INTP
4943,I,S,T,J,ISTJ
4944,I,N,T,P,INTP
4945,I,N,F,J,INFJ
4946,I,N,F,P,INFP
4947,I,N,F,J,INFJ
4948,E,N,F,P,ENFP
4949,I,S,F,P,ISFP
4950,E,N,F,P,ENFP
4951,E,S,T,P,ESTP
4952,I,N,T,J,INTJ
4953,I,N,T,J,INTJ
4954,I,N,T,J,INTJ
4955,I,N,F,P,INFP
4956,I,N,T,P,INTP
4957,I,N,F,P,INFP
4958,E,N,F,J,ENFJ
4959,I,N,T,P,INTP
4960,E,N,T,P,ENTP
4961,I,N,F,P,INFP
4962,I,N,F,J,INFJ
4963,I,N,F,J,INFJ
4964,I,N,T,J,INTJ
4965,I,N,F,J,INFJ
4966,E,N,F,P,ENFP
4967,I,N,F,P,INFP
4968,I,N,F,P,INFP
4969,I,N,T,J,INTJ
4970,I,N,F,J,INFJ
4971,I,N,F,P,INFP
4972,I,N,F,P,INFP
4973,I,N,F,J,INFJ
4974,I,N,T,P,INTP
4975,I,N,T,J,INTJ
4976,I,N,F,P,INFP
4977,I,N,T,J,INTJ
4978,I,N,T,J,INTJ
4979,I,N,F,J,INFJ
4980,I,N,F,J,INFJ
4981,E,N,T,J,ENTJ
4982,E,N,T,J,ENTJ
4983,I,S,F,J,ISFJ
4984,I,N,T,J,INTJ
4985,I,N,F,J,INFJ
4986,I,N,F,P,INFP
4987,I,N,F,J,INFJ
4988,I,N,F,P,INFP
4989,I,N,F,J,INFJ
4990,I,S,T,P,ISTP
4991,I,N,T,J,INTJ
4992,I,N,T,P,INTP
4993,I,N,T,P,INTP
4994,I,N,F,P,INFP
4995,I,N,F,J,INFJ
4996,I,N,F,J,INFJ
4997,E,N,F,P,ENFP
4998,E,N,F,P,ENFP
4999,E,N,F,J,ENFJ
5000,I,N,F,J,INFJ
5001,E,N,F,P,ENFP
5002,I,N,T,P,INTP
5003,I,N,F,P,INFP
5004,E,N,F,P,ENFP
5005,E,N,F,J,ENFJ
5006,I,N,T,P,INTP
5007,I,S,T,J,ISTJ
5008,I,N,T,P,INTP
5009,I,N,F,J,INFJ
5010,I,N,T,J,INTJ
5011,I,N,F,J,INFJ
5012,E,N,F,P,ENFP
5013,I,N,F,J,INFJ
5014,I,N,T,J,INTJ
5015,I,N,F,J,INFJ
5016,E,N,T,J,ENTJ
5017,E,N,T,P,ENTP
5018,I,N,T,J,INTJ
5019,I,S,F,P,ISFP
5020,I,N,F,P,INFP
5021,I,N,T,J,INTJ
5022,I,N,T,P,INTP
5023,I,N,F,J,INFJ
5024,I,N,F,J,INFJ
5025,I,N,F,P,INFP
5026,E,N,F,P,ENFP
5027,I,S,F,J,ISFJ
5028,I,N,T,P,INTP
5029,I,N,F,J,INFJ
5030,I,N,T,P,INTP
5031,I,N,T,P,INTP
5032,E,N,T,P,ENTP
5033,E,S,F,J,ESFJ
5034,I,N,F,J,INFJ
5035,I,S,T,P,ISTP
5036,E,N,F,P,ENFP
5037,I,N,F,J,INFJ
5038,I,N,T,J,INTJ
5039,I,N,T,J,INTJ
5040,E,N,F,P,ENFP
5041,I,N,F,P,INFP
5042,I,N,F,J,INFJ
5043,E,N,T,P,ENTP
5044,I,N,F,J,INFJ
5045,E,N,F,J,ENFJ
5046,I,N,F,P,INFP
5047,E,N,T,P,ENTP
5048,I,N,F,J,INFJ
5049,E,N,F,P,ENFP
5050,I,S,F,P,ISFP
5051,I,N,T,J,INTJ
5052,I,N,F,J,INFJ
5053,E,N,F,P,ENFP
5054,E,N,T,J,ENTJ
5055,E,S,F,J,ESFJ
5056,I,N,F,J,INFJ
5057,I,N,F,P,INFP
5058,I,N,T,J,INTJ
5059,I,N,T,P,INTP
5060,I,N,T,P,INTP
5061,E,N,F,J,ENFJ
5062,I,N,F,P,INFP
5063,E,N,T,P,ENTP
5064,I,N,F,P,INFP
5065,E,N,T,P,ENTP
5066,E,S,T,P,ESTP
5067,I,S,T,J,ISTJ
5068,I,N,T,P,INTP
5069,I,N,T,J,INTJ
5070,I,N,F,J,INFJ
5071,I,N,F,J,INFJ
5072,E,N,F,P,ENFP
5073,I,S,T,P,ISTP
5074,E,N,F,P,ENFP
5075,I,N,F,P,INFP
5076,E,N,T,P,ENTP
5077,I,N,T,J,INTJ
5078,I,N,F,J,INFJ
5079,I,N,T,P,INTP
5080,I,N,F,P,INFP
5081,I,N,F,J,INFJ
5082,I,N,F,P,INFP
5083,I,N,F,P,INFP
5084,I,N,T,P,INTP
5085,I,N,F,J,INFJ
5086,I,N,T,P,INTP
5087,I,N,F,J,INFJ
5088,I,N,F,J,INFJ
5089,I,N,F,J,INFJ
5090,I,N,F,P,INFP
5091,I,N,F,J,INFJ
5092,I,N,F,P,INFP
5093,I,N,F,P,INFP
5094,I,S,F,P,ISFP
5095,I,S,F,P,ISFP
5096,E,N,F,P,ENFP
5097,I,N,F,J,INFJ
5098,I,N,F,P,INFP
5099,I,N,F,J,INFJ
5100,E,N,T,P,ENTP
5101,I,N,T,J,INTJ
5102,I,N,T,J,INTJ
5103,I,N,F,P,INFP
5104,I,N,F,J,INFJ
5105,I,N,T,J,INTJ
5106,E,N,T,P,ENTP
5107,I,S,T,J,ISTJ
5108,I,N,F,P,INFP
5109,E,N,T,J,ENTJ
5110,I,N,F,P,INFP
5111,I,N,F,P,INFP
5112,I,N,F,P,INFP
5113,I,S,F,P,ISFP
5114,I,N,F,P,INFP
5115,I,N,F,J,INFJ
5116,E,N,F,J,ENFJ
5117,E,N,T,P,ENTP
5118,E,N,F,P,ENFP
5119,E,N,F,P,ENFP
5120,E,N,T,J,ENTJ
5121,I,N,T,P,INTP
5122,I,N,T,J,INTJ
5123,E,N,T,J,ENTJ
5124,I,N,F,P,INFP
5125,I,N,F,P,INFP
5126,I,N,F,J,INFJ
5127,E,N,T,P,ENTP
5128,E,N,F,J,ENFJ
5129,I,N,F,P,INFP
5130,I,N,F,J,INFJ
5131,I,N,T,J,INTJ
5132,I,N,T,J,INTJ
5133,I,N,T,P,INTP
5134,I,N,T,J,INTJ
5135,I,N,T,P,INTP
5136,I,N,T,J,INTJ
5137,I,N,T,J,INTJ
5138,I,N,T,J,INTJ
5139,E,N,F,J,ENFJ
5140,E,N,T,J,ENTJ
5141,E,N,F,P,ENFP
5142,E,N,F,P,ENFP
5143,I,N,F,J,INFJ
5144,E,N,F,P,ENFP
5145,I,N,T,J,INTJ
5146,E,N,T,P,ENTP
5147,I,N,T,J,INTJ
5148,I,N,F,P,INFP
5149,I,N,F,P,INFP
5150,I,N,F,J,INFJ
5151,I,N,F,P,INFP
5152,I,N,F,J,INFJ
5153,I,N,T,P,INTP
5154,I,N,T,P,INTP
5155,E,N,F,J,ENFJ
5156,I,N,T,J,INTJ
5157,I,N,T,P,INTP
5158,I,S,F,J,ISFJ
5159,I,N,T,J,INTJ
5160,I,N,F,P,INFP
5161,I,S,T,P,ISTP
5162,E,S,T,J,ESTJ
5163,I,N,F,J,INFJ
5164,E,N,T,J,ENTJ
5165,E,N,F,J,ENFJ
5166,I,N,F,J,INFJ
5167,I,N,T,P,INTP
5168,E,S,T,J,ESTJ
5169,I,N,F,P,INFP
5170,I,N,T,P,INTP
5171,E,N,T,P,ENTP
5172,I,N,F,P,INFP
5173,I,N,F,J,INFJ
5174,I,N,T,J,INTJ
5175,I,N,T,P,INTP
5176,E,S,F,J,ESFJ
5177,E,N,T,P,ENTP
5178,I,N,F,P,INFP
5179,E,N,T,J,ENTJ
5180,I,N,F,J,INFJ
5181,E,N,T,J,ENTJ
5182,I,N,T,J,INTJ
5183,I,N,T,P,INTP
5184,I,N,F,J,INFJ
5185,E,N,F,P,ENFP
5186,I,N,F,J,INFJ
5187,E,N,F,P,ENFP
5188,I,N,F,J,INFJ
5189,I,N,F,P,INFP
5190,I,S,T,P,ISTP
5191,I,N,F,P,INFP
5192,E,N,F,P,ENFP
5193,I,N,F,J,INFJ
5194,E,S,F,P,ESFP
5195,I,N,F,J,INFJ
5196,E,N,T,P,ENTP
5197,E,N,T,P,ENTP
5198,I,N,T,P,INTP
5199,I,N,T,P,INTP
5200,I,N,F,P,INFP
5201,E,S,T,P,ESTP
5202,I,N,F,P,INFP
5203,I,S,F,J,ISFJ
5204,E,N,T,P,ENTP
5205,E,N,F,P,ENFP
5206,E,N,F,P,ENFP
5207,I,N,F,P,INFP
5208,E,N,F,P,ENFP
5209,E,N,T,J,ENTJ
5210,E,N,T,P,ENTP
5211,I,N,T,P,INTP
5212,E,N,T,P,ENTP
5213,I,N,T,P,INTP
5214,E,N,T,J,ENTJ
5215,I,N,F,J,INFJ
5216,I,N,F,J,INFJ
5217,I,N,F,P,INFP
5218,I,N,T,J,INTJ
5219,I,N,F,J,INFJ
5220,I,N,F,P,INFP
5221,I,N,F,P,INFP
5222,I,S,F,J,ISFJ
5223,I,N,F,J,INFJ
5224,I,N,F,P,INFP
5225,I,N,F,J,INFJ
5226,E,N,T,P,ENTP
5227,I,S,F,P,ISFP
5228,I,N,F,P,INFP
5229,I,N,F,P,INFP
5230,I,N,F,J,INFJ
5231,I,N,F,P,INFP
5232,I,N,T,J,INTJ
5233,I,N,F,P,INFP
5234,I,N,F,P,INFP
5235,I,N,T,J,INTJ
5236,I,N,T,P,INTP
5237,E,N,T,J,ENTJ
5238,I,N,T,J,INTJ
5239,I,N,T,P,INTP
5240,E,N,T,P,ENTP
5241,I,N,F,J,INFJ
5242,I,N,F,J,INFJ
5243,I,N,F,P,INFP
5244,E,N,F,J,ENFJ
5245,I,N,F,P,INFP
5246,E,N,F,P,ENFP
5247,I,N,T,P,INTP
5248,I,N,T,J,INTJ
5249,I,N,T,J,INTJ
5250,I,N,F,J,INFJ
5251,I,N,F,J,INFJ
5252,I,S,T,P,ISTP
5253,I,N,T,J,INTJ
5254,E,N,F,P,ENFP
5255,I,N,F,P,INFP
5256,I,N,T,P,INTP
5257,I,N,F,P,INFP
5258,E,N,T,P,ENTP
5259,I,N,F,J,INFJ
5260,I,N,F,P,INFP
5261,I,N,T,P,INTP
5262,I,N,T,P,INTP
5263,I,N,F,P,INFP
5264,E,S,T,J,ESTJ
5265,I,S,T,J,ISTJ
5266,I,S,T,P,ISTP
5267,E,N,F,P,ENFP
5268,I,N,F,P,INFP
5269,I,N,T,P,INTP
5270,I,N,F,P,INFP
5271,I,N,T,P,INTP
5272,E,N,T,J,ENTJ
5273,I,N,F,P,INFP
5274,I,N,F,P,INFP
5275,E,N,F,P,ENFP
5276,I,N,F,J,INFJ
5277,E,N,T,P,ENTP
5278,E,N,F,P,ENFP
5279,I,N,T,P,INTP
5280,E,N,F,P,ENFP
5281,I,N,F,P,INFP
5282,E,S,F,J,ESFJ
5283,I,N,F,J,INFJ
5284,I,N,T,P,INTP
5285,E,N,F,P,ENFP
5286,I,N,T,J,INTJ
5287,E,N,T,P,ENTP
5288,E,S,T,P,ESTP
5289,I,N,F,J,INFJ
5290,E,N,F,P,ENFP
5291,I,N,F,J,INFJ
5292,I,N,F,P,INFP
5293,I,S,F,P,ISFP
5294,I,S,T,P,ISTP
5295,I,N,T,P,INTP
5296,E,N,T,P,ENTP
5297,I,N,T,P,INTP
5298,I,N,T,J,INTJ
5299,I,N,T,J,INTJ
5300,I,N,F,P,INFP
5301,I,N,T,P,INTP
5302,E,N,T,P,ENTP
5303,I,N,T,J,INTJ
5304,E,N,T,P,ENTP
5305,I,N,F,J,INFJ
5306,I,N,T,P,INTP
5307,I,N,F,P,INFP
5308,E,N,T,P,ENTP
5309,I,N,T,P,INTP
5310,E,N,T,P,ENTP
5311,I,N,F,J,INFJ
5312,E,N,F,P,ENFP
5313,I,N,F,P,INFP
5314,I,N,T,J,INTJ
5315,I,N,F,J,INFJ
5316,I,S,F,P,ISFP
5317,I,N,F,P,INFP
5318,I,S,F,P,ISFP
5319,I,N,F,J,INFJ
5320,I,N,F,J,INFJ
5321,E,N,T,P,ENTP
5322,I,S,T,J,ISTJ
5323,I,N,F,J,INFJ
5324,I,N,F,P,INFP
5325,I,N,T,P,INTP
5326,I,N,F,J,INFJ
5327,E,N,F,P,ENFP
5328,I,N,F,P,INFP
5329,I,N,F,P,INFP
5330,I,N,F,P,INFP
5331,I,N,T,P,INTP
5332,E,N,T,P,ENTP
5333,E,N,F,P,ENFP
5334,I,N,T,P,INTP
5335,I,N,F,P,INFP
5336,I,N,T,J,INTJ
5337,I,N,F,P,INFP
5338,I,N,F,P,INFP
5339,I,N,T,J,INTJ
5340,I,N,T,J,INTJ
5341,I,N,F,P,INFP
5342,E,N,T,P,ENTP
5343,I,N,F,P,INFP
5344,I,N,T,J,INTJ
5345,I,S,F,J,ISFJ
5346,E,S,T,P,ESTP
5347,I,N,F,P,INFP
5348,I,S,T,P,ISTP
5349,I,N,T,P,INTP
5350,E,N,F,P,ENFP
5351,I,N,F,J,INFJ
5352,I,N,T,J,INTJ
5353,I,N,F,P,INFP
5354,I,N,T,P,INTP
5355,I,N,T,J,INTJ
5356,E,N,F,P,ENFP
5357,E,N,T,P,ENTP
5358,I,N,F,J,INFJ
5359,I,N,F,J,INFJ
5360,I,S,T,J,ISTJ
5361,I,N,F,P,INFP
5362,I,N,T,J,INTJ
5363,I,N,T,P,INTP
5364,I,N,F,P,INFP
5365,I,N,F,J,INFJ
5366,E,N,T,P,ENTP
5367,I,S,T,P,ISTP
5368,I,N,F,P,INFP
5369,I,N,T,J,INTJ
5370,I,N,F,P,INFP
5371,I,N,T,P,INTP
5372,I,N,F,J,INFJ
5373,I,N,F,P,INFP
5374,I,N,F,J,INFJ
5375,E,N,F,P,ENFP
5376,E,N,T,J,ENTJ
5377,E,N,F,P,ENFP
5378,I,N,F,P,INFP
5379,E,S,T,P,ESTP
5380,I,N,F,P,INFP
5381,I,N,F,J,INFJ
5382,I,N,F,J,INFJ
5383,I,N,F,P,INFP
5384,E,N,F,J,ENFJ
5385,I,N,F,J,INFJ
5386,E,N,T,J,ENTJ
5387,I,N,F,P,INFP
5388,I,N,F,J,INFJ
